2022-02-22 19:04:19,973 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1040] - Closed socket connection for client /0:0:0:0:0:0:0:1:53034 which had sessionid 0x10000f14d280001
2022-02-22 19:04:24,297 [myid:] - INFO  [SessionTracker:ZooKeeperServer@354] - Expiring session 0x10000f14d280001, timeout of 4000ms exceeded
2022-02-22 19:04:24,298 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x10000f14d280001
2022-02-22 19:06:11,683 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /0:0:0:0:0:0:0:1:53057
2022-02-22 19:06:12,036 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x0, likely client has closed socket
2022-02-22 19:06:12,036 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1040] - Closed socket connection for client /0:0:0:0:0:0:0:1:53057 (no session established for client)
2022-02-22 19:07:42,227 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /0:0:0:0:0:0:0:1:53070
2022-02-22 19:07:42,237 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@938] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:53070
2022-02-22 19:07:42,252 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@683] - Established session 0x10000f14d280002 with negotiated timeout 4000 for client /0:0:0:0:0:0:0:1:53070
2022-02-22 19:07:42,591 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@383] - Exception causing close of session 0x10000f14d280002: Connection reset by peer
2022-02-22 19:07:42,591 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1040] - Closed socket connection for client /0:0:0:0:0:0:0:1:53070 which had sessionid 0x10000f14d280002
2022-02-22 19:07:46,301 [myid:] - INFO  [SessionTracker:ZooKeeperServer@354] - Expiring session 0x10000f14d280002, timeout of 4000ms exceeded
